X	Y	Z	number of the return	number of returns of given pulse	intensity	classification
680964.770	5239972.770	969.420	1	1	136	2
680964.930	5239972.560	969.370	1	1	125	2
680965.100	5239972.350	969.330	1	1	113	2
680965.290	5239972.120	969.290	1	1	113	2
680965.450	5239971.910	969.250	1	1	97	2
680965.630	5239971.680	969.220	1	1	110	2
680965.790	5239971.480	969.200	1	1	114	2
680965.960	5239971.270	969.160	1	1	102	2
680966.130	5239971.050	969.150	1	1	118	2
680966.300	5239970.830	969.090	1	1	118	2
680966.470	5239970.620	969.040	1	1	101	2
680966.640	5239970.410	968.990	1	1	101	2
680966.820	5239970.180	968.950	1	1	96	2
680966.980	5239969.980	968.930	1	1	114	2
680967.140	5239969.780	968.880	1	1	116	2
680967.320	5239969.560	968.870	1	1	96	2
680967.480	5239969.350	968.800	1	1	115	2
680967.660	5239969.120	968.760	1	1	104	2
680967.820	5239968.920	968.720	1	1	98	2
680968.000	5239968.690	968.690	1	1	126	2
680968.170	5239968.490	968.660	1	1	137	2
680968.340	5239968.270	968.630	1	1	88	2
680968.500	5239968.060	968.620	1	1	106	2
680968.690	5239967.830	968.600	1	1	87	2
680968.880	5239967.580	968.650	1	1	85	2
680969.060	5239967.350	968.630	1	1	81	2
680969.270	5239967.080	968.750	1	1	74	2
680969.450	5239966.850	968.750	1	1	91	2
680969.600	5239966.650	968.690	1	1	76	2
680969.760	5239966.460	968.620	1	1	70	2
680970.010	5239966.130	968.870	1	1	63	3
680970.200	5239965.890	968.870	1	1	60	3
680970.390	5239965.640	968.930	1	1	57	3
680970.550	5239965.440	968.850	1	1	59	3
680970.660	5239965.310	968.630	1	1	91	3
680970.830	5239965.100	968.600	1	1	68	3
680971.050	5239964.810	968.770	1	1	65	3
680971.200	5239964.630	968.620	1	1	67	3
680971.330	5239964.470	968.430	1	1	89	2
680971.470	5239964.300	968.330	1	1	61	2
680971.670	5239964.050	968.350	1	1	61	2
680971.830	5239963.840	968.310	1	1	53	2
680971.970	5239963.680	968.180	1	1	75	2
680972.100	5239963.520	968.020	1	1	75	2
680972.330	5239963.210	968.190	1	1	63	3
680972.490	5239963.010	968.110	1	1	59	2
680972.650	5239962.810	968.080	1	1	51	2
680972.820	5239962.590	968.020	1	1	62	2
680972.980	5239962.400	967.940	1	1	72	2
680973.110	5239962.240	967.790	1	1	86	2
680973.240	5239962.080	967.660	1	1	75	2
680973.440	5239961.830	967.670	1	1	85	2
680973.830	5239961.280	968.510	1	1	54	3
680973.910	5239961.210	968.110	1	1	69	3
680973.950	5239961.180	967.590	1	1	84	2
680974.150	5239960.920	967.690	1	1	91	2
680974.310	5239960.720	967.640	1	1	72	2
680974.540	5239960.410	967.870	1	1	49	3
680974.630	5239960.320	967.510	1	1	86	3
680974.780	5239960.140	967.360	1	1	88	2
680974.930	5239959.960	967.270	1	1	83	2
680975.110	5239959.720	967.260	1	1	86	2
680975.260	5239959.530	967.210	1	1	70	2
680975.420	5239959.340	967.120	1	1	87	2
680975.560	5239959.170	966.990	1	1	67	2
680975.730	5239958.940	967.000	1	1	89	2
680975.900	5239958.750	966.880	1	1	70	2
680976.100	5239958.480	967.000	1	1	67	2
680976.250	5239958.300	966.860	1	1	67	2
680976.430	5239958.070	966.920	1	1	75	2
680976.650	5239957.780	967.090	1	1	84	3
680976.770	5239957.630	966.880	1	1	92	2
680976.960	5239957.380	966.940	1	1	96	2
680977.120	5239957.180	966.860	1	1	88	2
680977.310	5239956.950	966.910	1	1	78	2
680977.490	5239956.720	966.890	1	1	91	2
680977.650	5239956.520	966.860	1	1	96	2
680977.780	5239956.350	966.720	1	1	100	2
680977.940	5239956.150	966.670	1	1	76	2
680978.150	5239955.880	966.760	1	1	85	3
680978.270	5239955.740	966.530	1	1	76	2
680978.390	5239955.610	966.310	1	1	47	2
680978.780	5239955.060	967.150	1	2	12	3
680978.570	5239955.380	966.280	2	2	42	2
680978.930	5239954.870	967.090	1	1	25	3
680979.160	5239954.570	967.320	1	1	62	3
680979.170	5239954.600	966.650	1	1	58	3
680979.360	5239954.350	966.670	1	1	114	3
680979.500	5239954.180	966.530	1	1	82	3
680979.650	5239953.990	966.460	1	1	93	2
680979.810	5239953.790	966.380	1	1	67	2
680979.970	5239953.590	966.300	1	1	68	2
680980.170	5239953.330	966.440	1	1	78	3
680980.640	5239952.650	967.690	1	2	9	3
680980.260	5239953.240	966.090	2	2	77	3
680980.780	5239952.490	967.530	1	2	24	3
680980.540	5239952.850	966.540	2	2	43	3
680980.950	5239952.280	967.450	1	3	12	3
680980.630	5239952.770	966.100	2	3	26	3
680980.540	5239952.890	965.760	3	3	27	2
680980.980	5239952.260	966.930	1	1	34	3
680980.900	5239952.440	965.780	1	1	69	2
680981.350	5239951.790	967.000	1	2	29	3
680981.050	5239952.250	965.710	2	2	36	2
680981.250	5239952.000	965.820	1	1	51	2
680983.250	5239948.970	973.570	1	2	17	4
680981.490	5239951.660	966.150	2	2	43	3
680983.420	5239948.760	973.520	1	2	39	4
680981.650	5239951.460	966.060	2	2	44	3
680981.790	5239951.290	965.900	1	1	65	3
680981.910	5239951.160	965.680	1	1	56	2
680982.250	5239950.690	966.320	1	1	90	3
680984.180	5239947.770	973.830	1	2	15	4
680982.380	5239950.530	966.160	2	2	38	3
680982.480	5239950.430	965.870	1	1	60	3
680984.270	5239947.710	972.830	1	3	9	4
680983.550	5239948.820	969.750	2	3	13	4
680982.600	5239950.280	965.700	3	3	42	2
680982.780	5239950.050	965.660	1	1	66	3
680983.800	5239948.530	969.270	1	2	21	4
680982.950	5239949.830	965.630	2	2	77	3
680983.100	5239949.650	965.550	1	1	87	2
680983.260	5239949.460	965.440	1	1	98	2
680983.430	5239949.240	965.450	1	1	67	2
680983.630	5239948.970	965.600	1	1	91	3
680983.750	5239948.830	965.410	1	1	74	2
680983.940	5239948.590	965.430	1	1	71	2
680984.140	5239948.320	965.530	1	1	100	2
680984.280	5239948.160	965.360	1	1	83	2
680984.440	5239947.960	965.330	1	1	65	2
680985.090	5239947.010	967.390	1	3	11	3
680984.750	5239947.520	965.940	2	3	33	3
680984.580	5239947.790	965.170	3	3	43	2
680985.210	5239946.860	967.190	1	3	48	3
680984.830	5239947.450	965.550	2	3	17	3
680984.760	5239947.550	965.250	3	3	19	2
680985.370	5239946.660	967.150	1	2	72	3
680984.930	5239947.340	965.230	2	2	21	2
680985.500	5239946.510	966.970	1	1	72	3
680985.690	5239946.270	966.970	1	1	98	3
680985.910	5239945.970	967.220	1	1	82	3
680986.120	5239945.700	967.330	1	2	18	3
680985.860	5239946.090	966.230	2	2	54	3
680986.190	5239945.630	966.950	1	2	42	3
680985.930	5239946.040	965.790	2	2	43	3
680986.080	5239945.840	965.710	1	1	102	3
680986.280	5239945.570	965.870	1	1	67	3
680986.500	5239945.290	966.020	1	1	88	3
680986.710	5239945.010	966.200	1	1	92	3
680986.900	5239944.770	966.260	1	1	92	3
680986.980	5239944.700	965.810	1	1	106	3
680987.100	5239944.550	965.660	1	1	110	3
680987.210	5239944.430	965.380	1	1	88	3
680987.270	5239944.380	964.890	1	1	56	3
680987.340	5239944.320	964.390	1	1	75	2
680987.560	5239944.020	964.610	1	1	97	3
680987.950	5239943.460	965.620	1	2	39	3
680987.710	5239943.840	964.530	2	2	28	2
680987.860	5239943.660	964.390	1	1	71	2
680988.010	5239943.470	964.310	1	1	65	2
680988.180	5239943.250	964.330	1	1	76	3
680988.330	5239943.070	964.250	1	1	66	2
680988.530	5239942.800	964.350	1	1	53	2
680988.680	5239942.620	964.230	1	1	69	2
680988.830	5239942.430	964.150	1	1	55	2
680988.990	5239942.230	964.080	1	1	67	2
680989.250	5239941.880	964.460	1	1	67	3
680989.610	5239941.360	965.390	1	2	14	3
680989.340	5239941.790	964.120	2	2	32	2
680989.780	5239941.150	965.370	1	1	42	3
680989.870	5239941.060	964.970	1	1	61	3
680990.070	5239940.800	965.070	1	2	35	3
680989.880	5239941.090	964.210	2	2	33	2
680990.220	5239940.620	964.990	1	2	20	3
680990.030	5239940.900	964.150	2	2	59	2
680990.360	5239940.450	964.800	1	1	66	3
680990.480	5239940.300	964.630	1	1	51	3
680990.630	5239940.120	964.540	1	1	60	3
680990.630	5239940.160	963.800	1	1	34	2
680990.810	5239939.930	963.780	1	1	40	2
680991.060	5239939.600	964.100	1	1	46	3
680991.150	5239939.510	963.770	1	1	74	2
680991.310	5239939.300	963.690	1	1	59	2
680991.460	5239939.120	963.600	1	1	61	2
680991.600	5239938.950	963.500	1	1	55	2
680991.770	5239938.720	963.560	1	1	39	2
680992.250	5239938.040	964.880	1	2	12	3
680991.960	5239938.490	963.550	2	2	59	2
680992.400	5239937.840	964.810	1	2	17	3
680992.110	5239938.300	963.450	2	2	41	2
680992.510	5239937.730	964.530	1	2	15	3
680992.280	5239938.080	963.490	2	2	43	2
680992.480	5239937.820	963.590	1	1	46	2
680992.640	5239937.620	963.520	1	1	71	2
680992.800	5239937.420	963.500	1	1	53	2
680993.000	5239937.150	963.670	1	1	48	2
680993.230	5239936.840	963.920	1	1	63	2
680993.410	5239936.610	963.940	1	1	66	2
680993.600	5239936.370	964.030	1	1	47	2
680993.960	5239935.860	964.920	1	1	57	3
680994.080	5239935.710	964.700	1	1	55	3
680994.080	5239935.760	963.930	1	1	52	2
680994.230	5239935.570	963.870	1	1	77	2
680994.380	5239935.380	963.750	1	1	75	2
680994.530	5239935.210	963.590	1	1	63	2
680994.700	5239935.000	963.590	1	1	45	2
680994.850	5239934.810	963.500	1	1	62	2
680995.010	5239934.610	963.470	1	1	51	2
680995.730	5239933.520	966.140	1	1	82	3
680995.860	5239933.370	965.970	1	1	84	3
680996.090	5239933.060	966.260	1	1	62	3
680996.290	5239932.790	966.380	1	1	88	3
680996.450	5239932.590	966.340	1	1	68	3
680996.660	5239932.320	966.480	1	2	12	3
680996.030	5239933.300	963.460	2	2	56	2
680996.600	5239932.460	965.470	1	2	14	3
680996.210	5239933.060	963.590	2	2	66	2
680996.760	5239932.260	965.390	1	2	81	3
680996.420	5239932.800	963.730	2	2	15	2
680996.930	5239932.040	965.430	1	2	65	3
680996.580	5239932.590	963.720	2	2	23	2
680997.120	5239931.790	965.520	1	2	41	3
680996.820	5239932.270	964.030	2	2	30	3
680996.970	5239932.080	963.920	1	1	77	3
680997.080	5239931.950	963.680	1	1	73	2
680997.230	5239931.760	963.550	1	1	56	2
680997.400	5239931.560	963.550	1	1	52	2
680998.230	5239930.290	966.870	1	2	15	4
680997.560	5239931.340	963.570	2	2	38	3
680997.760	5239931.080	963.740	1	1	40	3
680998.380	5239930.170	965.900	1	2	15	3
680997.910	5239930.900	963.600	2	2	37	2
680998.930	5239929.360	967.730	1	3	12	4
680998.370	5239930.240	964.980	2	3	15	3
680998.100	5239930.660	963.660	3	3	21	2
680998.880	5239929.470	966.730	1	2	9	4
680998.440	5239930.170	964.550	2	2	48	3
680998.600	5239929.970	964.450	1	2	35	3
680998.460	5239930.200	963.760	2	2	53	3
680998.690	5239929.880	964.080	1	1	23	3
680998.900	5239929.600	964.340	1	1	59	3
680999.030	5239929.430	964.210	1	1	65	3
680999.080	5239929.410	963.550	1	1	56	2
680999.250	5239929.200	963.520	1	1	74	2
680999.940	5239928.160	966.150	1	2	16	3
680999.420	5239928.990	963.540	2	2	52	2
680999.580	5239928.780	963.510	2	2	48	2
680999.750	5239928.560	963.500	2	2	14	2
680943.070	5239999.470	976.120	1	2	34	3
680942.800	5239999.880	975.260	2	2	30	2
680943.060	5239999.530	975.470	1	1	72	3
680943.160	5239999.420	975.160	1	1	94	2
680943.320	5239999.220	975.100	1	1	88	2
680943.480	5239999.020	975.040	1	1	96	2
680943.650	5239998.810	974.970	1	1	94	2
680943.820	5239998.590	974.910	1	1	82	2
680944.030	5239998.330	974.900	1	1	90	2
680944.230	5239998.070	975.000	1	1	72	2
680944.460	5239997.780	975.060	1	1	74	2
680944.810	5239997.300	975.600	1	2	32	3
680944.650	5239997.520	975.120	2	2	35	3
680944.830	5239997.300	975.090	1	1	71	2
680944.950	5239997.160	974.890	1	1	68	2
680945.150	5239996.910	974.890	1	1	82	2
680945.270	5239996.760	974.660	1	1	85	2
680945.430	5239996.570	974.570	1	1	81	2
680945.650	5239996.270	974.680	1	1	91	2
680945.830	5239996.050	974.660	1	1	93	3
680945.940	5239995.930	974.390	1	1	73	2
680946.130	5239995.680	974.440	1	1	82	2
680946.310	5239995.460	974.390	1	1	74	2
680946.470	5239995.250	974.290	1	1	86	2
680946.760	5239994.870	974.600	1	1	60	3
680946.850	5239994.770	974.280	1	1	52	2
680947.080	5239994.470	974.440	1	1	97	3
680947.240	5239994.270	974.360	1	1	88	3
680947.330	5239994.180	974.040	1	1	104	2
680947.500	5239993.970	973.980	1	1	107	2
680947.690	5239993.730	973.940	1	1	110	2
680947.860	5239993.510	973.900	1	1	103	2
680948.050	5239993.280	973.890	1	1	87	2
680948.210	5239993.080	973.820	1	1	116	2
680948.380	5239992.860	973.790	1	1	115	2
680948.550	5239992.640	973.740	1	1	94	2
680948.740	5239992.410	973.720	1	1	87	2
680948.920	5239992.180	973.670	1	1	105	2
680949.090	5239991.960	973.650	1	1	81	2
680949.280	5239991.720	973.630	1	1	91	2
680949.450	5239991.500	973.590	1	1	102	2
680949.630	5239991.280	973.580	1	1	91	2
680949.800	5239991.060	973.570	1	1	57	2
680949.990	5239990.820	973.530	1	1	88	2
680950.170	5239990.600	973.470	1	1	92	2
680950.310	5239990.420	973.370	1	1	78	2
680950.500	5239990.180	973.340	1	1	88	2
680950.660	5239989.990	973.250	1	1	56	2
680950.810	5239989.800	973.150	1	1	100	2
680950.960	5239989.620	973.060	1	1	121	2
680951.150	5239989.380	973.030	1	1	93	2
680951.340	5239989.140	973.030	1	1	69	2
680951.490	5239988.960	972.910	1	1	114	2
680951.660	5239988.750	972.850	1	1	95	2
680951.830	5239988.520	972.810	1	1	85	2
680952.000	5239988.320	972.770	1	1	84	2
680952.170	5239988.090	972.740	1	1	72	2
680952.340	5239987.880	972.690	1	1	83	2
680952.520	5239987.660	972.630	1	1	71	2
680952.700	5239987.420	972.620	1	1	65	2
680953.030	5239986.970	973.100	1	1	58	3
680953.070	5239986.950	972.630	1	1	73	2
680953.410	5239986.490	973.160	1	1	87	3
680953.590	5239986.260	973.150	1	2	33	3
680953.390	5239986.560	972.470	2	2	50	2
680953.740	5239986.090	973.000	1	1	69	3
680953.900	5239985.880	972.910	1	1	70	3
680954.040	5239985.720	972.750	1	1	60	3
680954.220	5239985.480	972.730	1	1	83	3
680954.420	5239985.220	972.800	1	1	84	3
680954.650	5239984.930	972.950	1	1	93	3
680955.010	5239984.420	973.610	1	2	12	3
680954.600	5239985.040	972.180	2	2	68	2
680955.230	5239984.150	973.660	1	2	11	3
680954.910	5239984.620	972.580	2	2	52	3
680955.260	5239984.140	973.100	1	2	25	3
680955.000	5239984.530	972.210	2	2	47	2
680955.460	5239983.890	973.200	1	1	90	3
680955.620	5239983.680	973.080	1	2	30	3
680955.390	5239984.030	972.280	2	2	49	2
680955.680	5239983.630	972.690	1	1	96	3
680955.700	5239983.630	972.140	1	1	87	2
680955.830	5239983.490	971.960	1	1	76	2
680956.000	5239983.280	971.880	1	1	51	2
680956.330	5239982.830	972.360	1	1	61	3
680956.480	5239982.630	972.280	1	1	79	3
680956.540	5239982.580	971.840	1	1	59	3
680956.730	5239982.350	971.840	1	1	91	3
680956.880	5239982.160	971.780	1	1	98	3
680957.070	5239981.920	971.770	1	1	85	2
680957.310	5239981.610	971.960	1	1	92	3
680957.440	5239981.450	971.760	1	1	86	3
680957.540	5239981.340	971.460	1	1	51	2
680957.730	5239981.100	971.470	1	1	67	2
680958.040	5239980.670	971.950	1	1	57	3
680958.360	5239980.230	972.460	1	2	28	3
680958.170	5239980.510	971.800	2	2	35	3
680958.190	5239980.530	971.210	1	1	53	2
680958.370	5239980.300	971.190	1	1	44	2
680958.650	5239979.930	971.490	1	1	48	3
680958.980	5239979.460	972.060	1	2	39	3
680958.700	5239979.880	971.070	2	2	23	2
680959.120	5239979.310	971.830	1	1	63	3
680959.220	5239979.190	971.580	1	1	66	3
680959.380	5239978.990	971.540	1	1	115	3
680959.400	5239979.000	970.990	1	1	84	2
680959.620	5239978.710	971.100	1	1	98	3
680959.770	5239978.530	970.940	1	1	97	2
680959.930	5239978.340	970.880	1	1	58	2
680960.100	5239978.120	970.800	1	1	85	2
680960.240	5239977.950	970.680	1	1	87	2
680960.400	5239977.750	970.590	1	1	61	2
680960.660	5239977.390	970.950	1	1	76	3
680960.850	5239977.150	970.920	1	1	58	3
680960.960	5239977.040	970.620	1	1	62	2
680961.110	5239976.850	970.510	1	1	94	2
680961.310	5239976.590	970.600	1	1	65	2
680961.580	5239976.230	970.890	1	1	65	3
680961.800	5239975.970	970.430	1	1	81	2
680961.980	5239975.750	970.410	1	1	73	2
680962.150	5239975.540	970.330	1	1	84	2
680962.300	5239975.350	970.230	1	1	83	2
680962.530	5239975.050	970.380	1	1	65	3
680962.630	5239974.940	970.100	1	1	85	2
680962.780	5239974.760	970.010	1	1	85	2
680962.920	5239974.580	969.890	1	1	87	2
680963.090	5239974.370	969.810	1	1	82	2
680963.260	5239974.150	969.760	1	1	74	2
680963.420	5239973.960	969.670	1	1	100	2
680963.590	5239973.750	969.600	1	1	114	2
680963.730	5239973.570	969.520	1	1	107	2
680963.900	5239973.360	969.470	1	1	132	2
680964.070	5239973.140	969.450	1	1	76	2
680964.260	5239972.910	969.450	1	1	82	2
680964.440	5239972.680	969.420	1	1	143	2
680964.600	5239972.470	969.380	1	1	113	2
680964.780	5239972.240	969.350	1	1	128	2
680964.950	5239972.030	969.320	1	1	113	2
680965.120	5239971.820	969.290	1	1	132	2
680965.280	5239971.610	969.260	1	1	103	2
680965.460	5239971.390	969.210	1	1	120	2
680965.630	5239971.170	969.170	1	1	112	2
680965.800	5239970.970	969.120	1	1	95	2
680965.980	5239970.740	969.100	1	1	128	2
680966.140	5239970.530	969.050	1	1	110	2
680966.300	5239970.330	969.010	1	1	93	2
680966.470	5239970.120	968.980	1	1	85	2
680966.650	5239969.890	968.930	1	1	114	2
680966.820	5239969.680	968.890	1	1	104	2
680966.990	5239969.460	968.860	1	1	123	2
680967.160	5239969.250	968.830	1	1	110	2
680967.330	5239969.030	968.790	1	1	103	2
680967.490	5239968.830	968.750	1	1	103	2
680967.660	5239968.620	968.710	1	1	115	2
680967.830	5239968.400	968.680	1	1	124	2
680968.030	5239968.160	968.680	1	1	92	2
680968.190	5239967.950	968.640	1	1	81	2
680968.420	5239967.650	968.780	1	1	84	2
680968.610	5239967.400	968.890	1	1	70	2
680968.760	5239967.210	968.800	1	1	71	2
680968.920	5239967.010	968.740	1	1	72	2
680969.110	5239966.760	968.760	1	1	90	2
680969.310	5239966.520	968.790	1	1	75	3
680969.450	5239966.340	968.700	1	1	67	2
680969.620	5239966.130	968.610	1	1	94	2
680969.860	5239965.800	968.870	1	1	76	3
680970.090	5239965.510	969.080	1	1	61	3
680970.230	5239965.340	968.950	1	1	65	3
680970.430	5239965.070	969.020	1	1	54	3
680970.650	5239964.790	969.140	1	1	83	3
680970.680	5239964.780	968.600	1	1	58	3
680970.870	5239964.540	968.610	1	1	87	3
680971.020	5239964.360	968.490	1	1	68	2
680971.170	5239964.170	968.420	1	1	54	2
680971.430	5239963.820	968.800	1	1	51	3
680971.550	5239963.670	968.530	1	1	81	3
680971.670	5239963.540	968.270	1	1	95	2
680971.850	5239963.300	968.310	1	1	61	3
680972.000	5239963.130	968.180	1	1	67	3
680972.180	5239962.900	968.180	1	1	41	2
680972.440	5239962.550	968.520	1	1	52	3
680972.510	5239962.480	968.130	1	1	37	2
680972.660	5239962.300	968.020	1	1	63	2
680972.800	5239962.130	967.820	1	1	68	2
680972.960	5239961.930	967.780	1	1	82	2
680973.190	5239961.630	967.940	1	1	78	3
680973.450	5239961.260	968.340	1	1	72	3
680973.510	5239961.220	967.860	1	1	71	3
680973.710	5239960.960	967.960	1	1	81	3
680973.980	5239960.590	968.320	1	1	82	3
680973.980	5239960.650	967.570	1	1	121	2
680974.160	5239960.410	967.630	1	1	119	2
680974.360	5239960.140	967.690	1	1	81	3
680974.460	5239960.040	967.400	1	1	119	2
680974.590	5239959.880	967.240	1	1	86	2
680974.770	5239959.650	967.280	1	1	68	2
680974.980	5239959.390	967.350	1	1	77	3
680975.150	5239959.170	967.320	1	1	68	3
680975.570	5239958.580	968.300	1	2	46	3
680975.350	5239958.910	967.440	2	2	38	3
680975.520	5239958.700	967.370	1	1	90	3
680975.620	5239958.590	967.080	1	1	81	2
680975.790	5239958.370	967.080	1	1	104	2
680975.950	5239958.170	967.030	1	1	107	2
680976.090	5239958.000	966.870	1	1	72	2
680976.420	5239957.540	967.480	1	1	47	3
680976.610	5239957.300	967.540	1	1	67	3
680976.630	5239957.320	966.860	1	1	83	2
680976.780	5239957.120	966.790	1	1	105	2
680976.960	5239956.900	966.810	1	1	105	2
680977.080	5239956.750	966.640	1	1	111	2
680977.230	5239956.560	966.510	1	1	85	2
680977.450	5239956.290	966.620	1	1	85	2
680977.610	5239956.080	966.600	1	1	92	2
680977.730	5239955.940	966.350	1	1	63	2
680977.920	5239955.690	966.430	1	1	86	3
680978.110	5239955.450	966.510	1	1	84	3
680978.320	5239955.170	966.640	1	1	96	3
680978.610	5239954.780	967.110	1	1	35	3
680978.930	5239954.340	967.650	1	1	50	3
680979.020	5239954.250	967.330	1	1	44	3
680979.060	5239954.220	966.740	1	1	63	3
680979.180	5239954.080	966.560	1	1	92	3
680979.350	5239953.870	966.550	1	1	88	3
680979.430	5239953.780	966.190	1	1	50	2
680979.680	5239953.450	966.440	1	1	87	3
680979.770	5239953.370	966.070	1	1	63	2
680979.930	5239953.160	966.040	1	1	106	2
680980.570	5239952.240	967.920	1	2	30	3
680980.130	5239952.910	966.080	2	2	13	3
680980.720	5239952.050	967.850	1	1	37	3
680980.860	5239951.880	967.750	1	1	42	3
680980.880	5239951.890	967.130	1	1	56	3
680981.100	5239951.590	967.280	1	1	31	3
680981.200	5239951.500	966.920	1	1	46	3
680981.200	5239951.530	966.250	1	1	87	3
680981.630	5239950.920	967.300	1	2	21	3
680981.370	5239951.320	966.190	2	2	31	3
680983.310	5239948.390	973.670	1	2	40	4
680981.450	5239951.240	965.790	2	2	12	2
680983.040	5239948.850	971.820	1	2	14	4
680981.680	5239950.930	966.050	2	2	54	3
680983.600	5239948.030	973.510	1	2	20	4
680981.740	5239950.880	965.600	2	2	37	2
680983.700	5239947.930	973.160	1	3	9	4
680983.070	5239948.890	970.490	2	3	23	4
680981.930	5239950.640	965.650	3	3	30	2
680982.200	5239950.270	966.010	1	1	67	3
680982.320	5239950.140	965.790	1	1	70	3
680984.200	5239947.290	973.090	1	2	50	4
680982.530	5239949.850	965.960	2	2	24	3
680983.510	5239948.400	969.400	1	2	16	4
680982.720	5239949.600	966.030	2	2	57	3
680982.930	5239949.340	966.190	1	2	32	3
680982.760	5239949.580	965.490	2	2	36	2
680982.920	5239949.390	965.420	1	1	73	2
680983.100	5239949.150	965.480	1	1	85	2
680983.300	5239948.900	965.500	1	1	92	3
680983.430	5239948.750	965.330	1	1	61	2
680983.800	5239948.220	966.170	1	1	27	3
680983.910	5239948.090	965.960	1	1	47	3
680984.060	5239947.910	965.830	1	1	46	3
680984.210	5239947.720	965.770	1	1	50	3
680984.240	5239947.720	965.120	1	1	74	2
680984.420	5239947.500	965.130	1	1	90	2
680984.580	5239947.300	965.070	1	1	72	2
680985.020	5239946.670	966.210	1	2	22	3
680984.790	5239947.020	965.190	2	2	68	2
680985.420	5239946.100	967.220	1	2	63	3
680985.200	5239946.430	966.270	2	2	35	3
680985.310	5239946.320	965.990	1	1	78	3
680985.770	5239945.640	967.290	1	2	9	3
680985.480	5239946.090	966.020	2	2	36	3
680985.620	5239945.920	965.850	1	1	68	3
680985.800	5239945.690	965.870	1	1	105	3
680985.950	5239945.500	965.790	1	1	81	3
680986.190	5239945.190	966.030	1	1	69	3
680986.320	5239945.030	965.870	1	1	78	3
680986.500	5239944.800	965.930	1	1	98	3
680986.670	5239944.590	965.930	1	1	86	3
680986.790	5239944.450	965.680	1	1	95	3
680986.910	5239944.320	965.380	1	1	101	3
680987.040	5239944.150	965.270	1	1	86	3
680987.340	5239943.740	965.800	1	1	47	3
680987.300	5239943.850	964.860	1	1	40	3
680987.550	5239943.500	965.250	1	1	38	3
680987.710	5239943.310	965.180	1	1	35	3
680987.870	5239943.100	965.140	1	1	51	3
680987.850	5239943.180	964.240	1	1	65	2
680988.000	5239943.000	964.150	1	1	69	2
680988.170	5239942.780	964.100	1	1	73	2
680988.330	5239942.590	964.070	1	1	67	2
680988.530	5239942.320	964.210	1	1	71	2
680988.680	5239942.140	964.140	1	1	84	2
680988.860	5239941.910	964.130	1	1	54	2
680989.020	5239941.710	964.080	1	1	54	2
680989.170	5239941.510	964.000	1	1	42	2
680989.640	5239940.830	965.330	1	2	52	3
680989.430	5239941.170	964.350	2	2	25	3
680989.580	5239940.970	964.300	1	1	34	3
680989.850	5239940.600	964.780	1	1	75	3
680989.980	5239940.450	964.610	1	1	61	3
680990.150	5239940.230	964.560	1	1	60	3
680990.310	5239940.030	964.510	1	1	43	3
680990.350	5239940.020	963.910	1	1	46	2
680990.500	5239939.830	963.790	1	1	58	2
680990.670	5239939.620	963.780	1	1	57	2
680990.830	5239939.420	963.780	1	1	49	2
680991.000	5239939.200	963.800	1	1	87	2
680991.150	5239939.020	963.640	1	1	72	2
680991.430	5239938.630	964.100	1	1	42	3
680991.590	5239938.430	964.100	1	1	54	3
680991.760	5239938.220	964.060	1	1	38	3
680991.810	5239938.180	963.510	1	1	77	2
680991.950	5239938.010	963.410	1	1	67	2
680992.160	5239937.730	963.620	1	1	90	2
680992.320	5239937.530	963.540	1	1	82	2
680992.480	5239937.340	963.430	1	1	56	2
680992.650	5239937.120	963.450	1	1	34	2
680992.910	5239936.760	963.860	1	1	92	3
680993.080	5239936.540	963.890	1	1	52	3
680993.210	5239936.390	963.690	1	1	53	2
680993.360	5239936.200	963.640	1	1	57	2
680993.780	5239935.610	964.770	1	2	81	3
680993.560	5239935.950	963.740	2	2	33	2
680993.960	5239935.370	964.800	1	2	56	3
680993.730	5239935.720	963.710	2	2	27	2
680994.120	5239935.160	964.780	1	2	9	3
680993.890	5239935.530	963.660	2	2	67	2
680994.060	5239935.310	963.640	1	1	67	2
680994.210	5239935.130	963.590	1	1	61	2
680994.370	5239934.930	963.530	1	1	48	2
680994.530	5239934.720	963.530	1	1	57	2
680994.700	5239934.510	963.460	1	1	54	2
680995.420	5239933.430	966.110	1	2	86	3
680994.850	5239934.320	963.390	2	2	19	2
680995.580	5239933.240	966.050	1	1	98	3
680995.720	5239933.060	965.900	1	2	59	3
680995.330	5239933.680	964.020	2	2	29	3
680996.010	5239932.660	966.490	1	2	43	3
680995.430	5239933.560	963.730	2	2	20	3
680996.190	5239932.420	966.610	1	2	42	4
680995.540	5239933.450	963.460	2	2	16	2
680996.350	5239932.220	966.550	1	2	32	4
680995.690	5239933.250	963.390	2	2	47	2
680995.900	5239932.980	963.550	1	1	66	2
680996.460	5239932.150	965.420	1	3	16	3
680996.280	5239932.430	964.560	2	3	19	3
680996.040	5239932.800	963.400	3	3	44	2
680996.240	5239932.540	963.570	1	1	46	2
680996.520	5239932.150	964.070	1	1	37	3
680996.680	5239931.960	964.010	1	1	103	3
680996.770	5239931.860	963.700	1	2	36	3
680996.720	5239931.950	963.420	2	2	37	2
680996.950	5239931.620	963.770	1	1	46	3
680997.100	5239931.450	963.620	1	1	58	3
680997.230	5239931.300	963.380	1	1	32	2
680997.390	5239931.080	963.410	1	1	26	2
680997.600	5239930.820	963.550	1	1	42	2
